IDnum,GSSyear,sex,race,Age,maritalstatus,PlaceLived16,Region16,BornHere,ageism,racism,HighestDegree,DegreeField,baEarnRate,collStudEnroll,colltype,income,hrsLastWk,jobstatus,selfEmploy,GovOrPriv,IndusCode,pctColleagueWdegree
1767,2012,Male,White,65,Married,Farm,W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,30,Working parttime,Self-employed,Don't know,Construction,44
1768,2012,Female,White,70,Married,Town lt 50000,E. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Government,Banking and related activities,83
1768,2014,Female,White,56,Married,Town lt 50000,South atlantic,Yes,Not applicable,Not applicable,Graduate,Education,40-57.9%,468+,"Public, 4-year or above",$15000 - 19999,24,Working parttime,Someone else,Private,"Colleges and universities, including junior colleges",98
1769,2012,Male,White,78,Widowed,Farm,E. sou. central,Yes,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Self-employed,Don't know,Animal production,45
1769,2014,Female,White,25,Never married,Town lt 50000,South atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$10000 - 14999,Not applicable,Keeping house,Someone else,Private,Furniture and home furnishings stores,56
1770,2012,Female,White,35,Married,Farm,W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Self-employed,Don't know,Beauty salons,38
1770,2014,Male,White,53,Married,50000 to 250000,South atlantic,Yes,No,No,Graduate,Not applicable,58%+,468+,"Public, 4-year or above",$25000 or more,60,Working fulltime,Someone else,Private,Insurance carriers and related activities,86
1771,2014,Male,White,29,Never married,Town lt 50000,South atlantic,Yes,No,No,Bachelor,Business administration,40-57.9%,468+,"Public, 4-year or above",$25000 or more,55,Working fulltime,Someone else,Private,"Structural metals, and boiler, tank, and shipping container manufacturing",73
1771,2012,Male,White,70,Married,Town lt 50000,Pacific,Yes,Not applicable,Not applicable,Junior college,Education,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Government,U.s. armed forces/n.s.,77
1772,2014,Male,White,26,Never married,Town lt 50000,South atlantic,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$15000 - 19999,43,Working fulltime,Someone else,Private, restaurants and other food services,54
1772,2012,Female,White,32,Married,"Country,nonfarm",W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$8000 to 9999,Not applicable,Keeping house,Someone else,Private,"Accounting, tax preparation, bookkeeping, and payroll services",75
1773,2014,Female,White,60,Divorced,50000 to 250000,South atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Government,No answer,66
1773,2012,Male,White,78,Married,Town lt 50000,E. nor. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Medical equipment and supplies manufacturing,95
1774,2014,Female,White,53,Never married,Farm,South atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Other,Self-employed,Private,Beauty salons,38
1774,2012,Female,White,86,Widowed,"Country,nonfarm",W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Government,Child day care services,92
1775,2012,Male,White,59,Married,Town lt 50000,W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,40,Working fulltime,Someone else,Private,"Electrical lighting and electrical equipment manufacturing, and other electrical component manufacturing, n.e.c.",19
1775,2014,Male,White,71,Married,City gt 250000,Middle atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Construction,27
1776,2012,Male,White,27,Never married,"Country,nonfarm",W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Not applicable,Not applicable,Not applicable,0
1776,2014,Female,White,80,Married,50000 to 250000,South atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Someone else,Private,Beauty salons,38
1777,2012,Male,White,60,Married,50000 to 250000,W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,70,Working fulltime,Self-employed,Private,Truck transportation,25
1777,2014,Female,White,71,Never married,Town lt 50000,Middle atlantic,Yes,Not applicable,Not applicable,Bachelor,Education,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Elementary and secondary schools,99
1778,2014,Male,White,35,Separated,Town lt 50000,South atlantic,Yes,Not applicable,Not applicable,Bachelor,Not applicable,0-39.9%,468+,"Public, 4-year or above",$25000 or more,0,"Unempl, laid off",Someone else,Private,Truck transportation,25
1778,2012,Female,White,23,Never married,Town lt 50000,W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$5000 to 5999,25,Working fulltime,Someone else,Private, restaurants and other food services,44
1779,2012,Male,White,61,Married,Farm,W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$15000 - 19999,40,Working fulltime,Someone else,Private,Construction,13
1779,2014,Male,White,32,Married,Town lt 50000,E. nor. central,Yes,No,No,Bachelor,Not applicable,40-57.9%,468+,"Private not-for-profit, 4-year or above",$25000 or more,40,Working fulltime,Someone else,Private,Drycleaning and laundry services,25
1780,2014,Female,White,31,Married,"Country,nonfarm",South atlantic,Yes,No,No,Junior college,General sciences,Not applicable,468+,"Public, 2-year",$5000 to 5999,27,Working fulltime,Someone else,Private,Construction,58
1780,2012,Male,White,65,Divorced,50000 to 250000,W. sou. central,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Government,"Justice, public order, and safety activities",72
1781,2012,Male,White,51,Married,Town lt 50000,W. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,22,Working fulltime,Someone else,Private,Support activities for mining,25
1781,2014,Male,White,81,Married,Farm,South atlantic,Yes,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,Cutlery and hand tool manufacturing,42
1782,2012,Male,White,38,Divorced,Town lt 50000,E. nor. central,Yes,No,Yes,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,60,Working fulltime,Someone else,Government,U.s. armed forces/n.s.,87
1782,2014,Female,White,26,Married,Town lt 50000,South atlantic,Yes,No,No,Bachelor,Nursing,40-57.9%,468+,"Public, 4-year or above",$25000 or more,48,Working fulltime,Someone else,Private,Hospitals,98
1783,2014,Female,White,56,Married,Town lt 50000,South atlantic,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,45,Working fulltime,Self-employed,Private,Not specified retail trade,56
1783,2012,Male,White,39,Married,50000 to 250000,South atlantic,No,No,No,Bachelor,Not applicable,40-57.9%,468+,"Private not-for-profit, 4-year or above",$25000 or more,60,Working fulltime,Someone else,Government,U.s. armed forces/n.s.,87
1784,2014,Female,White,78,Divorced,"Country,nonfarm",South atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,"Pottery, ceramics, and plumbing fixture manufacturing",42
1784,2012,Female,White,25,Divorced,50000 to 250000,E. sou. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$10000 - 14999,Not applicable,Temp not working,Someone else,Private,Department stores and discount stores,56
1785,2014,Female,White,45,Married,Farm,South atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Someone else,Private,Home health care services,69
1785,2012,Male,White,33,Married,Town lt 50000,W. nor. central,No,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$3000 to 3999,72,Working fulltime,Someone else,Government,"Justice, public order, and safety activities",72
1786,2014,Male,White,65,Divorced,Town lt 50000,E. nor. central,Yes,Not applicable,Not applicable,Bachelor,Not applicable,58%+,468+,"Public, 4-year or above",0,0,Retired,Self-employed,Private,"Securities, commodities, funds, trusts, and other financial investments",94
1786,2012,Male,White,30,Never married,50000 to 250000,Pacific,Yes,No,No,Bachelor,Not applicable,58%+,468+,"Public, 4-year or above",$15000 - 19999,55,Working fulltime,Someone else,Private,Elementary and secondary schools,99
1787,2012,Male,Other,30,Never married,Big-city suburb,W. nor. central,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,2,Working parttime,Self-employed,Private,Landscaping services,21
1787,2014,Female,White,78,Widowed,Farm,Middle atlantic,Yes,Not applicable,Not applicable,Bachelor,Education,0-39.9%,468+,"Private not-for-profit, 4-year or above",$25000 or more,0,Retired,Someone else,Government,Outpatient care centers,87
1788,2014,Male,Black,51,Married,City gt 250000,South atlantic,Yes,No,No,Junior college,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,51,Working fulltime,Someone else,Private,Radio and television broadcasting and cable subscription programming,46
1788,2012,Male,White,36,Married,City gt 250000,E. nor. central,Yes,No,No,Bachelor,Not applicable,40-57.9%,468+,"Private not-for-profit, 4-year or above",$25000 or more,40,Working fulltime,Someone else,Government,U.s. armed forces/n.s.,87
1789,2014,Male,White,23,Never married,50000 to 250000,South atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$3000 to 3999,40,Working fulltime,Someone else,Private,Cut and sew apparel manufacturing,24
1789,2012,Male,White,35,Divorced,Town lt 50000,W. nor. central,No,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,$15000 - 19999,35,Working parttime,Someone else,Private,"Beer, wine, and liquor stores",55
1790,2012,Female,Other,23,Separated,Town lt 50000,Foreign,Yes,No,No,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,60,Working fulltime,Someone else,Private,Traveler accommodation,53
1790,2014,Male,White,40,Married,Town lt 50000,South atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,45,Working fulltime,Someone else,Private,Department stores and discount stores,55
1791,2014,Male,White,51,Divorced,50000 to 250000,South atlantic,Yes,No,No,Junior college,Computer science,Not applicable,468+,"Public, 2-year",$25000 or more,44,Working fulltime,Someone else,Government,Public finance activities,86
1791,2012,Male,White,27,Never married,"Country,nonfarm",E. nor. central,Yes,Yes,No,Bachelor,Not applicable,40-57.9%,468+,"Public, 4-year or above",$25000 or more,45,Working fulltime,Someone else,Government,U.s. armed forces/n.s.,87
1792,2012,Male,White,75,Widowed,Farm,W. nor. central,Yes,Not applicable,Not applicable,Lt high school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Government,Construction,22
1792,2014,Male,Other,79,Married,Town lt 50000,Middle atlantic,Yes,Not applicable,Not applicable,Bachelor,Not applicable,0-39.9%,468+,"Public, 4-year or above",0,0,Retired,Someone else,Private,Iron and steel mills and steel product manufacturing ,94
1793,2014,Female,White,61,Married,Town lt 50000,Middle atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,$10000 - 14999,21,Working parttime,Someone else,Private,Offices of other health practitioners,58
1793,2012,Female,White,31,Divorced,Town lt 50000,W. nor. central,Yes,No,No,Bachelor,Business administration,Not applicable,468+,"Private for-profit, 4-year or above",$25000 or more,56,Working fulltime,Someone else,Government,"Colleges and universities, including junior colleges",91
1794,2014,Female,White,80,Married,Town lt 50000,Middle atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Not applicable,Keeping house,Someone else,Private,Department stores and discount stores,56
1794,2012,Female,Black,41,Divorced,50000 to 250000,Pacific,Yes,No,No,Bachelor,Not applicable,Not applicable,Not applicable,Not applicable,$25000 or more,48,Working fulltime,Someone else,Government,U.s. armed forces/n.s.,87
1795,2014,Male,White,67,Married,Town lt 50000,Middle atlantic,Yes,Not applicable,Not applicable,High school,Not applicable,Not applicable,Not applicable,Not applicable,0,0,Retired,Someone else,Private,"Construction, and mining and oil and gas field machinery manufacturing    ",30
